nodeid,masterid,control_type,control_id,node_lon_lat,control_lon_lat,distance
26834,26834,SIG,30552,"[-73.9325220591342, 40.6852978250506]","[-73.932524, 40.6852979999998]",0.542044150095292
26835,26835,SIG,30565,"[-73.9357359962242, 40.6864282788816]","[-73.935735, 40.6864269999998]",0.541692339781192
26836,26836,SIG,30612,"[-73.9358797935894, 40.6871595492781]","[-73.93588, 40.6871599999998]",0.173902930086861
26837,26837,SIG,33734,"[-73.9355897566118, 40.6856947826008]","[-73.935588, 40.6856949999998]",0.493575784249521
26838,26838,SIG,30581,"[-73.932812772833, 40.6867632213212]","[-73.932814, 40.6867629999998]",0.349759042519927
26840,26840,SIG,30597,"[-73.9326690462292, 40.6860323433039]","[-73.932671, 40.6860329999998]",0.592326664596386
26842,26842,SIG,32800,"[-73.9314799135877, 40.6620511092307]","[-73.93148, 40.6620509999998]",0.0464593230824616
26843,26845,SIG,32791,"[-73.9315563886002, 40.6627554036651]","[-73.931555, 40.6627539999998]",0.640265554287971
26844,26845,SIG,33669,"[-73.9316021867659, 40.663230444306]","[-73.93158, 40.6632289999998]",6.17780856243604
26849,26850,SIG,32769,"[-73.9290518920251, 40.6609501786079]","[-73.929052, 40.6609489999998]",0.430443602505952
26852,26852,SIG,32741,"[-73.931539066791, 40.664342905527]","[-73.931539, 40.6643429999998]",0.0390899838173795
26853,26853,SIG,32649,"[-73.9314555004539, 40.6652338175069]","[-73.931455, 40.6652329999999]",0.328611248566207
26854,26854,SIG,32630,"[-73.9313814390199, 40.6661257976129]","[-73.931382, 40.6661249999998]",0.32964275701831
26855,26855,SIG,33658,"[-73.9306846550959, 40.6636204769563]","[-73.930679, 40.6636019999998]",6.91208423086161
26856,26856,SIG,33413,"[-73.9298736483038, 40.6639907730157]","[-73.929874, 40.6639909999998]",0.127901919655655
26861,26861,SIG,32766,"[-73.9312905492847, 40.6670153181252]","[-73.931291, 40.6670169999998]",0.625381618293317
26862,26862,SIG,32789,"[-73.9312132221785, 40.6678244836449]","[-73.931215, 40.6678239999999]",0.523725557864935
26863,26863,SIG,32682,"[-73.9311193785394, 40.6687985425029]","[-73.93112, 40.6687979999998]",0.262272571459715
26864,26864,SIG,32427,"[-73.9310332200969, 40.6697377927444]","[-73.931033, 40.6697369999998]",0.295202479371003
26865,26865,SIG,32451,"[-73.9309511306505, 40.6705828045014]","[-73.930952, 40.6705819999998]",0.379562283822633
26866,26866,SIG,32452,"[-73.9308676182631, 40.6714738685246]","[-73.930869, 40.6714739999999]",0.386274536202373
26867,26867,SIG,32440,"[-73.9307932886756, 40.6723649568285]","[-73.930785, 40.6723629999998]",2.40723655645236
26868,26868,SIG,33493,"[-73.9306977272915, 40.6732567787304]","[-73.930697, 40.6732579999998]",0.488544311432415
26869,26869,SIG,34673,"[-73.930614482119, 40.6741471391468]","[-73.930632, 40.6741549999998]",5.64043277433335
26870,26870,SIG,32455,"[-73.9305294828673, 40.675038795992]","[-73.93053, 40.6750389999998]",0.161557161042392
26871,26871,SIG,33199,"[-73.9304570880917, 40.6758187424034]","[-73.930457, 40.6758189999998]",0.0969785741969325
26872,26872,SIG,32436,"[-73.930382895081, 40.6765974268878]","[-73.930384, 40.6765979999998]",0.370847873671547
26873,26873,SIG,30513,"[-73.931327052163, 40.6793672123811]","[-73.931326, 40.6793679999998]",0.409278870325651
26876,99692,SIG,30518,"[-73.9290572824172, 40.6792764331137]","[-73.929058, 40.6792759999998]",0.253996039991449
26877,26877,SIG,30494,"[-73.9317928230947, 40.6816342915923]","[-73.931792, 40.6816359999998]",0.662967830577381
26880,26880,SIG,30482,"[-73.9316470265533, 40.6809019247469]","[-73.931648, 40.6809029999998]",0.475775379823584
26881,26881,SIG,30493,"[-73.9288670928374, 40.6819704381423]","[-73.928868, 40.6819709999998]",0.324358566707423
26883,26883,SIG,30540,"[-73.9322299987528, 40.6838326962327]","[-73.93223, 40.6838319999998]",0.253658068052465
26884,26884,SIG,34957,"[-73.9323779027663, 40.6845653883918]","[-73.932383, 40.6845679999998]",1.70406839197842
26885,26885,SIG,30575,"[-73.929161307289, 40.6834363237339]","[-73.929162, 40.6834369999998]",0.312435653305742
26886,26886,SIG,30538,"[-73.9293091651055, 40.6841688037422]","[-73.929309, 40.6841669999998]",0.658749162813272
26887,26887,SIG,33136,"[-73.9294524939068, 40.6849027656635]","[-73.929452, 40.6849029999998]",0.161409499397611
26888,26888,SIG,30573,"[-73.9290088403697, 40.6827029049896]","[-73.929007, 40.6827019999998]",0.607660896451871
26889,26889,SIG,30580,"[-73.9298876495658, 40.6870994121033]","[-73.929886, 40.6870989999998]",0.481489051161234
26890,26890,SIG,33991,"[-73.9300346948175, 40.6878324297496]","[-73.930033, 40.6878319999998]",0.495417900877229
26891,26891,SIG,30551,"[-73.9295905752828, 40.6856350491709]","[-73.929592, 40.6856359999998]",0.525482916179112
26892,26892,SIG,30596,"[-73.9297499901157, 40.6863660217146]","[-73.92975, 40.6863659999999]",0.00837280401446873
26894,26894,SIG,32666,"[-73.9275666413726, 40.6619084292007]","[-73.927566, 40.6619089999998]",0.27369678232577
26897,26897,SIG,33538,"[-73.9261385030845, 40.6628328287971]","[-73.926146, 40.6628309999998]",2.18402311031057
26898,26898,SIG,33941,"[-73.925423355609, 40.6632942872984]","[-73.925424, 40.6632939999998]",0.207163554108871
26899,26902,SIG,32774,"[-73.9287220462205, 40.664495569147]","[-73.928698, 40.6645009999998]",6.95834532587911
26901,26901,SIG,32628,"[-73.9285985544388, 40.6659705389936]","[-73.928612, 40.6659709999998]",3.73387878866411
26905,26905,SIG,34238,"[-73.9273935003111, 40.6650747166798]","[-73.927393, 40.6650739999998]",0.29570589100111
26906,26906,SIG,32671,"[-73.9263797057075, 40.6655148921397]","[-73.92638, 40.6655149999998]",0.090608709904979
26908,26908,SIG,32779,"[-73.9254627019464, 40.6659167522138]","[-73.925464, 40.6659179999998]",0.579951074494443
26910,26910,SIG,34589,"[-73.9284423978327, 40.667672210141]","[-73.928446, 40.6676779999998]",2.3341381014934
26911,26911,SIG,32679,"[-73.928349671955, 40.6686471941079]","[-73.928348, 40.6686479999998]",0.548939470093549
26912,26912,SIG,32626,"[-73.9256068255466, 40.6685052527101]","[-73.925598, 40.6684949999998]",4.46621622059336
26914,26914,SIG,34153,"[-73.9282611553325, 40.6695876736514]","[-73.928261, 40.6695869999998]",0.249184347943503
26915,26915,SIG,32446,"[-73.9281803582408, 40.6704301997509]","[-73.928181, 40.6704289999998]",0.471966947321341
26916,26916,SIG,33701,"[-73.9280977557449, 40.6713218477054]","[-73.928097, 40.6713209999998]",0.3732755556717
26917,26917,SIG,34938,"[-73.925491211758, 40.6694343121074]","[-73.925501, 40.6694069999998]",10.3144076050212
26918,26918,SIG,32387,"[-73.9254134762518, 40.6702788554392]","[-73.925412, 40.6702789999998]",0.412891652754625
26919,26919,SIG,33848,"[-73.9253287219082, 40.6711687170291]","[-73.925328, 40.6711679999999]",0.329160285709675
26920,26920,SIG,32437,"[-73.9280131769706, 40.6722092078167]","[-73.928013, 40.6722099999998]",0.292760086530072
26921,26921,SIG,33723,"[-73.9279288771783, 40.6731055640962]","[-73.927929, 40.6731049999998]",0.208321248995918
26922,26922,SIG,32447,"[-73.9278408523137, 40.6739959834869]","[-73.927841, 40.6739969999999]",0.372603614248716
26924,26924,SIG,32386,"[-73.9252455935727, 40.6720620456041]","[-73.925244, 40.6720629999999]",0.562418856194141
26925,26925,SIG,32374,"[-73.9277614464249, 40.6748873986949]","[-73.927761, 40.6748859999998]",0.524414684640854
26926,26926,SIG,34720,"[-73.9276879124775, 40.6756628671228]","[-73.927689, 40.6756729999998]",3.70400145532026
26927,26927,SIG,32434,"[-73.9276140390771, 40.6764443785748]","[-73.927615, 40.6764449999998]",0.349716589705554
26939,26939,SIG,34927,"[-73.9274275295588, 40.6784278963776]","[-73.927428, 40.6784389999998]",4.04747280448339
26940,26940,SIG,30509,"[-73.9273554169388, 40.679182518246]","[-73.927356, 40.6791819999998]",0.248604171120443
26944,26944,SIG,30506,"[-73.9252652947657, 40.6790732079336]","[-73.925265, 40.6790729999998]",0.111460593544246
26946,26946,SIG,33992,"[-73.9285685006909, 40.6805065839717]","[-73.92857, 40.6805059999998]",0.467116815081824
26947,26947,SIG,30480,"[-73.9287265561822, 40.6812368281492]","[-73.928728, 40.6812359999998]",0.501396980607046
26948,26948,SIG,34388,"[-73.9257858302055, 40.6815706267871]","[-73.925793, 40.6815709999998]",1.99323932341895
26949,26949,SIG,30491,"[-73.9259460027388, 40.6823079811302]","[-73.925947, 40.6823069999998]",0.451971423430998
26950,26950,SIG,34389,"[-73.9256249001035, 40.6808475268075]","[-73.92562, 40.6808469999998]",1.3725804422909
26951,26951,SIG,30584,"[-73.9254793299251, 40.6801112889721]","[-73.92548, 40.6801109999998]",0.213602238757808
26952,26952,SIG,30536,"[-73.9263842458716, 40.6845036179077]","[-73.926384, 40.6845029999998]",0.235223016752246
26953,26953,SIG,34335,"[-73.9265288842725, 40.68523687019]","[-73.926528, 40.6852359999998]",0.400820654636855
26954,26954,SIG,30572,"[-73.9260946172363, 40.6830387089783]","[-73.926094, 40.6830369999998]",0.645736033412948
26955,26955,SIG,34383,"[-73.9262402989281, 40.6837716049259]","[-73.926241, 40.6837699999998]",0.616202990981072
26956,26956,SIG,34336,"[-73.9266758249133, 40.6859706964157]","[-73.926675, 40.6859719999998]",0.527164674322737
26957,26957,SIG,30594,"[-73.9268195329603, 40.6867027075948]","[-73.926818, 40.6867019999998]",0.497200208459728
26958,26958,SIG,30578,"[-73.9269669790286, 40.6874378186658]","[-73.926969, 40.6874379999998]",0.564362412745355
26960,26960,SIG,34296,"[-73.9243202654859, 40.6612030086988]","[-73.924319, 40.6612039999998]",0.503692632146446
26961,26961,SIG,33437,"[-73.9236079978196, 40.6616632782166]","[-73.923624, 40.6616449999998]",8.00351948040675
26962,26962,SIG,35004,"[-73.9227284309667, 40.6622312318841]","[-73.922718, 40.6622159999998]",6.25865752247938
26963,26963,SIG,32778,"[-73.9219300955757, 40.6627445996201]","[-73.921931, 40.6627449999998]",0.29023887355227
26964,26964,SIG,34829,"[-73.9245494586899, 40.6638625925527]","[-73.924552, 40.6638489999998]",5.00208575218668
26965,26965,SIG,32776,"[-73.9237487864613, 40.6643774031044]","[-73.92375, 40.6643769999998]",0.367308829817559
26966,26966,SIG,32674,"[-73.9231821620611, 40.6652260193714]","[-73.923147, 40.6652109999998]",11.1847979912254
26968,26968,SIG,34834,"[-73.9220990261428, 40.6642513321754]","[-73.922035, 40.6642029999998]",25.0116782675778
26969,26969,SIG,32767,"[-73.9223201452098, 40.6653483294642]","[-73.922321, 40.6653479999998]",0.265788261204541
26972,65775,SIG,32675,"[-73.9243909943145, 40.6663814233529]","[-73.924447, 40.6663619999999]",17.0727592087593
26974,65860,SIG,32768,"[-73.9227525724045, 40.667097332949]","[-73.922752, 40.6670959999999]",0.51093386900459
26975,26975,SIG,32678,"[-73.9226321077232, 40.6683732111018]","[-73.922631, 40.6683719999998]",0.537701162478759
26978,26978,SIG,34947,"[-73.9225443235653, 40.6692758111266]","[-73.922537, 40.6692839999998]",3.60948559853397
26979,26979,SIG,32444,"[-73.9224669688477, 40.6701169308046]","[-73.922467, 40.6701179999999]",0.389634048675699
26980,26980,SIG,33730,"[-73.9223840181191, 40.6710087627124]","[-73.922383, 40.6710099999999]",0.531946513753283
26981,26981,SIG,34027,"[-73.9251615542928, 40.6729536003174]","[-73.92516, 40.6729519999998]",0.725139906291797
26983,26983,SIG,32346,"[-73.9222995043709, 40.6719002620216]","[-73.922299, 40.6718989999999]",0.480606307720503
26984,26984,SIG,33494,"[-73.9222144444549, 40.6727916329325]","[-73.922215, 40.6727909999998]",0.277349171149458
26985,26985,SIG,32445,"[-73.9221315338367, 40.6736838894476]","[-73.922131, 40.6736829999999]",0.35628245716675
26986,26986,SIG,32368,"[-73.9249950949947, 40.6747359286862]","[-73.924996, 40.6747359999999]",0.252376632641489
26995,26995,SIG,32373,"[-73.9220484338016, 40.6745743968796]","[-73.922047, 40.6745749999998]",0.454380970511327
26997,26997,SIG,32433,"[-73.9219009053042, 40.676131620747]","[-73.921901, 40.6761309999999]",0.227676248146057
26999,26999,SIG,34488,"[-73.9246614180866, 40.6782760116236]","[-73.924665, 40.6782629999999]",4.84350113316331
27000,27000,SIG,32385,"[-73.9245929408137, 40.6790319759419]","[-73.924591, 40.6790319999998]",0.53839102627512
27005,27005,SIG,32413,"[-73.9217116001721, 40.6781157138079]","[-73.921712, 40.6781159999998]",0.152219699436488
27008,27008,SIG,30479,"[-73.9225447957848, 40.6819356124915]","[-73.922544, 40.6819339999998]",0.627570735852914
27009,27009,SIG,34970,"[-73.9222777424898, 40.6804762927149]","[-73.922187, 40.6804639999998]",25.5638875789998
27010,27010,SIG,30537,"[-73.9231038681414, 40.6848798415635]","[-73.923103, 40.6848799999998]",0.247596132707784
27011,27011,SIG,30492,"[-73.9226701222487, 40.6826815118149]","[-73.922669, 40.6826809999998]",0.362839911777674
27012,27012,SIG,33179,"[-73.9228137427056, 40.6834144287832]","[-73.922812, 40.6834139999998]",0.507957474805144
27013,27013,SIG,33209,"[-73.9229590812102, 40.6841476627347]","[-73.92296, 40.6841499999999]",0.888844338873528
27014,27014,SIG,30550,"[-73.9233959236685, 40.6863444522651]","[-73.923397, 40.6863459999998]",0.638022439186009
27015,27015,SIG,30595,"[-73.9235423889214, 40.6870759830837]","[-73.923544, 40.6870759999998]",0.446850298629451
27016,27016,SIG,30579,"[-73.9236898003768, 40.6878104949753]","[-73.923691, 40.6878119999998]",0.641361407643335
27017,27017,SIG,33183,"[-73.923251930459, 40.6856119034585]","[-73.92325, 40.6856099999998]",0.876110440048452
27019,27019,SIG,34410,"[-73.9201276577678, 40.661122567387]","[-73.92012, 40.6611099999998]",5.047566855087
27022,27022,SIG,32711,"[-73.9197439957962, 40.6607709727505]","[-73.919693, 40.6607619999998]",14.5212240296421
27024,92085,SIG,32672,"[-73.9195947990273, 40.6619956793094]","[-73.919586, 40.6619939999998]",2.51669301294823
27025,27025,SIG,32654,"[-73.9196267029088, 40.6625560480528]","[-73.919628, 40.6625569999998]",0.499784374488758
27027,27027,SIG,34962,"[-73.9186016822942, 40.6611180487051]","[-73.918609, 40.6611239999998]",2.97036670475417
27035,27036,SIG,32803,"[-73.9196094029645, 40.6641548048093]","[-73.919609, 40.6641539999998]",0.313803862504502
27038,27038,SIG,32708,"[-73.9194135444491, 40.6657791982861]","[-73.919412, 40.6657789999998]",0.434513371159242
27039,27039,SIG,32692,"[-73.9185359484664, 40.6659088407354]","[-73.918536, 40.6659079999999]",0.306637126360465
27040,27040,SIG,32607,"[-73.91814126786, 40.6643729821599]","[-73.918141, 40.6643729999998]",0.074595825582889
27044,9040978,SIG,32762,"[-73.9201146433073, 40.6683760012032]","[-73.920061, 40.6683609999998]",15.8531958631604
27046,9040978,SIG,32691,"[-73.9191806445242, 40.668431270883]","[-73.91918, 40.6684299999998]",0.496341961371034
27047,27047,SIG,32717,"[-73.9182611716263, 40.6685698059064]","[-73.918262, 40.6685699999999]",0.240434335323063
27050,27050,SIG,32400,"[-73.9199659048491, 40.669476373254]","[-73.919966, 40.6694769999998]",0.229861857395126
27051,27051,SIG,32420,"[-73.9198774422012, 40.6699772334947]","[-73.919879, 40.6699759999998]",0.623461929588896
27052,27052,SIG,34291,"[-73.9197941380385, 40.6708687751625]","[-73.919795, 40.6708679999998]",0.37004197354188
27053,27053,SIG,32404,"[-73.9188887046783, 40.6699199783478]","[-73.918888, 40.6699209999999]",0.420426660320248
27055,27055,SIG,34292,"[-73.9197090605452, 40.6717578489269]","[-73.919707, 40.6717579999998]",0.574235599277147
27056,27056,SIG,32419,"[-73.9196252307888, 40.6726499851596]","[-73.919624, 40.6726499999999]",0.341456951696141
27057,27057,SIG,32421,"[-73.9195409259842, 40.6735418777659]","[-73.91954, 40.6735419999998]",0.260691487452428
27063,27063,SIG,32390,"[-73.9193842847319, 40.67521356576]","[-73.919382, 40.6752129999998]",0.666425493023292
27067,27067,SIG,30507,"[-73.9216474816639, 40.6788705465283]","[-73.921646, 40.6788709999998]",0.442932607015789
27071,27071,SIG,30502,"[-73.9190508396562, 40.6787284740038]","[-73.91905, 40.6787289999998]",0.301602666797776
27075,27075,SIG,34910,"[-73.9194307137138, 40.6800558292188]","[-73.919414, 40.6800599999998]",4.8784662254238
27079,27079,SIG,34368,"[-73.9203036664494, 40.684450858414]","[-73.920305, 40.6844499999998]",0.484357028799669
27080,27080,SIG,30534,"[-73.9204475470689, 40.6851850751112]","[-73.920449, 40.6851859999998]",0.525281767264468
27081,27081,SIG,30489,"[-73.9200111189772, 40.6829865353966]","[-73.920011, 40.6829869999998]",0.172454930591567
27086,27087,SIG,30630,"[-73.919061092546, 40.6877843693549]","[-73.919061, 40.6877839999999]",0.136992588858324
27095,27095,SIG,32652,"[-73.915875115834, 40.6631159093253]","[-73.915876, 40.6631169999998]",0.466978276689136
27096,27096,SIG,32735,"[-73.9154773166537, 40.6615734830083]","[-73.915477, 40.6615739999998]",0.207835263241761
27099,27099,SIG,32718,"[-73.9176138493774, 40.6660463502591]","[-73.917613, 40.6660469999998]",0.334006229166056
27101,27101,SIG,32782,"[-73.9166580608596, 40.6661876002524]","[-73.916657, 40.6661889999998]",0.588797415700725
27102,27102,SIG,32612,"[-73.9162671208022, 40.6646537650398]","[-73.916267, 40.6646539999998]",0.0919292231657241
27104,27104,SIG,32756,"[-73.9173057061974, 40.6687085769695]","[-73.917307, 40.6687089999998]",0.390606670446109
27105,27105,SIG,32759,"[-73.9163491912151, 40.6688511935427]","[-73.916348, 40.6688509999998]",0.337894803409719
27106,27106,SIG,32787,"[-73.9157025614654, 40.6663308074435]","[-73.915702, 40.6663309999998]",0.170831532685415
27107,27107,SIG,32697,"[-73.9147854656728, 40.6664677846696]","[-73.914786, 40.6664679999998]",0.167712914903216
27111,27113,SIG,32405,"[-73.9170244199644, 40.6706874731825]","[-73.917023, 40.6706879999998]",0.43817538032185
27114,27114,SIG,34603,"[-73.9169421414415, 40.6716073265887]","[-73.916951, 40.6716159999998]",4.00299938615927
27115,27115,SIG,33632,"[-73.9165846004376, 40.6697875488772]","[-73.916578, 40.6697989999998]",4.556083911217
27117,27117,SIG,32696,"[-73.9154297210335, 40.6689876878832]","[-73.915428, 40.6689879999998]",0.490786656650607
27118,27118,SIG,33898,"[-73.9148724638637, 40.6705322279742]","[-73.914871, 40.6705329999998]",0.493978617511278
27119,27119,SIG,32401,"[-73.9150351608397, 40.6715027349622]","[-73.915036, 40.6715019999998]",0.354805927096938
27120,27120,SIG,32602,"[-73.9145086265098, 40.669124425813]","[-73.914509, 40.6691239999998]",0.1865531263736
27121,27121,SIG,32442,"[-73.9168565966799, 40.6724984240153]","[-73.916855, 40.6724989999999]",0.490108647671005
27122,27122,SIG,34221,"[-73.9167723137078, 40.6733906928676]","[-73.916771, 40.6733909999998]",0.381204152486274
27124,27124,SIG,34204,"[-73.9173958703275, 40.6766935838034]","[-73.917409, 40.6766899999998]",3.86886174287493
27125,27125,SIG,32394,"[-73.9166169784717, 40.6750599467273]","[-73.916618, 40.6750599999999]",0.284020120944325
