nodeid,masterid,control_type,control_id,node_lon_lat,control_lon_lat,distance
14670,14670,SIG,30792,"[-73.9987281950337, 40.6764887082434]","[-73.998727, 40.6764869999999]",0.705132243800981
14672,14672,SIG,30885,"[-73.9977697954489, 40.6747414878621]","[-73.997768, 40.6747419999998]",0.531836952237298
14676,14676,SIG,30768,"[-74.0004045960426, 40.6776895327981]","[-74.000404, 40.6776899999999]",0.237288849853113
14677,14677,SIG,30778,"[-74.0000548010143, 40.6784201659486]","[-74.000054, 40.6784199999998]",0.230257180034079
14678,14678,SIG,30777,"[-73.9996639412762, 40.6792364277714]","[-73.999665, 40.6792379999998]",0.643694402951612
14679,14679,SIG,30828,"[-73.9980676325088, 40.6778660181338]","[-73.998068, 40.6778649999998]",0.384685922329649
14681,65409,SIG,30812,"[-74.0006941543985, 40.6814634069467]","[-74.000696, 40.6814639999998]",0.555624239944822
14682,14682,SIG,30760,"[-74.0003715964425, 40.6821331477948]","[-74.000371, 40.6821329999998]",0.173969179907395
14683,14683,SIG,30776,"[-73.9992703750265, 40.6800541740167]","[-73.999272, 40.6800529999998]",0.621361291164635
14684,14684,SIG,30824,"[-73.9988768227827, 40.6808718828138]","[-73.998875, 40.6808709999999]",0.599205742626225
14685,14685,SIG,30759,"[-73.9985165609241, 40.6816162797624]","[-73.998518, 40.6816169999998]",0.477668078915044
14686,14686,SIG,30771,"[-73.998192111337, 40.6822873292145]","[-73.998194, 40.6822869999998]",0.537385501633912
14689,14689,SIG,30808,"[-74.0000486534759, 40.6828033559509]","[-74.000047, 40.6828029999999]",0.476578974749052
14691,14691,SIG,30813,"[-73.9997255620687, 40.6834731489086]","[-73.999726, 40.6834729999998]",0.133025555221173
14692,14692,SIG,30810,"[-73.9994005478013, 40.6841445627194]","[-73.999401, 40.6841449999999]",0.202756206137807
14693,14693,SIG,30802,"[-73.99908066098, 40.6848159927073]","[-73.999081, 40.6848149999998]",0.373694361755635
14695,14695,SIG,30774,"[-73.9978711448497, 40.6829573691853]","[-73.997873, 40.6829569999999]",0.531819314356365
14696,14696,SIG,30772,"[-73.9975508816164, 40.6836288130223]","[-73.997552, 40.6836289999998]",0.317574699784333
14697,14700,SIG,30817,"[-74.0000534005669, 40.6873182175679]","[-74.000052, 40.6873009999998]",6.28487640524866
14700,14700,SIG,30821,"[-73.9996962677461, 40.6871980346483]","[-73.999691, 40.6872069999998]",3.57816613378653
14708,14708,SIG,30806,"[-73.99818879766, 40.6866996585974]","[-73.99819, 40.6867009999998]",0.591633207139764
14709,14709,SIG,30754,"[-73.9978720098734, 40.6873587660373]","[-73.997873, 40.6873589999999]",0.2875209045501
14710,14710,SIG,30814,"[-73.9975619122753, 40.6880001505892]","[-73.997562, 40.6879989999998]",0.419898678636861
14711,14711,SIG,31102,"[-73.9968471005834, 40.66159199364]","[-73.996846, 40.6615909999999]",0.473590976615174
14712,14712,SIG,31101,"[-73.9962758107124, 40.6621406791264]","[-73.996266, 40.6621509999998]",4.64193297479086
14713,14713,SIG,31100,"[-73.9956972265313, 40.662695151787]","[-73.995678, 40.6627109999998]",7.86075305692404
14714,14714,SIG,31099,"[-73.9951090766915, 40.663262111254]","[-73.995098, 40.6632709999998]",4.46441238177908
14715,14715,SIG,33653,"[-73.994004191841, 40.6607898357221]","[-73.994002, 40.6607899999998]",0.611051139243126
14722,14721,SIG,31089,"[-73.996372484093, 40.6649619099305]","[-73.996424, 40.6649319999998]",17.9722901357701
14727,14726,SIG,31088,"[-73.9958102544064, 40.6655309898588]","[-73.995795, 40.6655129999999]",7.80173299410539
14729,14729,SIG,31098,"[-73.9945056958899, 40.66384389935]","[-73.994518, 40.6638339999998]",4.96587680528023
14730,14730,SIG,31097,"[-73.9939276379076, 40.6643997768359]","[-73.993934, 40.6643939999999]",2.74680458252305
14732,14733,SIG,34281,"[-73.9968582927257, 40.6686089958323]","[-73.996892, 40.6686439999998]",15.8138019578065
14739,14739,SIG,30879,"[-73.9950711775071, 40.6670757323602]","[-73.995195, 40.6670259999998]",38.8362779682169
14745,14745,SIG,30895,"[-73.994035547931, 40.6678482537248]","[-73.994034, 40.6678489999998]",0.508255849181091
14782,14782,SIG,30801,"[-73.9972825255301, 40.6795019488551]","[-73.997282, 40.6795009999998]",0.375169885643036
14786,14786,SIG,30884,"[-73.9957939468631, 40.6788374595237]","[-73.995793, 40.6788369999998]",0.311453664990933
14789,14789,SIG,33111,"[-73.9951385926333, 40.6798250458281]","[-73.99514, 40.6798249999998]",0.390710812995783
14792,14792,SIG,30800,"[-73.9968864446874, 40.6803154544437]","[-73.996885, 40.6803159999998]",0.447290378118014
14793,14793,SIG,33624,"[-73.9965279734144, 40.6810600433789]","[-73.996528, 40.6810599999998]",0.0174397852554345
14794,14794,SIG,30793,"[-73.9962084632786, 40.6817234240576]","[-73.996207, 40.6817239999998]",0.456885248183726
14795,14795,SIG,30797,"[-73.9958811036276, 40.6823949531668]","[-73.995883, 40.6823939999998]",0.630265602952685
14796,14797,SIG,34252,"[-73.9948895366506, 40.6801998380936]","[-73.994891, 40.6802009999998]",0.586459179588199
14799,14799,SIG,33756,"[-73.9943428543479, 40.6810056106641]","[-73.994352, 40.6810009999999]",3.04240807597785
14800,14800,SIG,30882,"[-73.9939134465587, 40.6816403431709]","[-73.993914, 40.6816389999998]",0.512866302507318
14801,14801,SIG,30762,"[-73.9972268502935, 40.6842977713041]","[-73.997227, 40.6842989999998]",0.44957095795683
14803,14803,SIG,30794,"[-73.9955574279454, 40.6830685346036]","[-73.995558, 40.6830689999999]",0.232212647073928
14804,14804,SIG,30786,"[-73.9952324091099, 40.6837407912631]","[-73.995233, 40.6837419999998]",0.469883054734264
14808,14808,SIG,30765,"[-73.9963580851126, 40.6860962531031]","[-73.996358, 40.6860969999999]",0.273138119490719
14809,14809,SIG,30753,"[-73.9960411994337, 40.6867529061528]","[-73.996041, 40.6867529999999]",0.0650249819855033
14810,14810,SIG,30775,"[-73.9957313471218, 40.6873970954311]","[-73.995731, 40.6873979999999]",0.343333541210582
14814,14814,SIG,30790,"[-73.9944080248236, 40.6854524967014]","[-73.994415, 40.6854549999998]",2.13871382172767
14815,14816,SIG,30826,"[-73.9942536798222, 40.6857779977779]","[-73.994253, 40.6857779999998]",0.188543625719124
14817,14818,SIG,30798,"[-73.9939292968647, 40.6864528710591]","[-73.993928, 40.6864529999999]",0.362723666496255
14819,14819,SIG,31122,"[-73.9934208935619, 40.6613489524443]","[-73.993422, 40.6613499999998]",0.489787099482935
14820,14820,SIG,31121,"[-73.9928383056277, 40.6619084804546]","[-73.992838, 40.6619099999998]",0.560068875591796
14821,14821,SIG,31145,"[-73.9922549403587, 40.6624687438494]","[-73.992254, 40.6624699999998]",0.526790305885627
14822,14822,SIG,31120,"[-73.9916727478917, 40.6630286792482]","[-73.991674, 40.6630289999998]",0.366507266121862
14823,14823,SIG,31096,"[-73.9933482695034, 40.6649549759186]","[-73.99335, 40.6649539999998]",0.597412325715776
14825,14825,SIG,30957,"[-73.9927708064051, 40.6655072815114]","[-73.992769, 40.6655079999998]",0.565387625046436
14826,14826,SIG,34037,"[-73.9922346227458, 40.6661376247636]","[-73.992239, 40.6661339999999]",1.7940536190518
14827,14827,SIG,31119,"[-73.9910890672802, 40.6635897849217]","[-73.99109, 40.6635889999999]",0.385666243982282
14829,14829,SIG,30958,"[-73.9905450267616, 40.6641651613397]","[-73.990517, 40.6641629999999]",7.81523191606023
14830,14830,SIG,30894,"[-73.9935306768734, 40.6684508145527]","[-73.993529, 40.6684499999999]",0.551784603083669
14831,14831,SIG,30995,"[-73.9917336514796, 40.6667365949382]","[-73.991735, 40.6667379999999]",0.634034858061088
14832,14832,SIG,30994,"[-73.9912339957578, 40.6673356539418]","[-73.99123, 40.6673389999998]",1.64768494763964
14833,14833,SIG,30993,"[-73.9907255896988, 40.6679461726915]","[-73.990729, 40.6679429999998]",1.49370294345241
14834,14834,SIG,30992,"[-73.9902225212106, 40.6685480977859]","[-73.990228, 40.6685439999998]",2.13047029950609
14835,14835,SIG,30898,"[-73.9930289899296, 40.6690530590354]","[-73.993028, 40.6690539999998]",0.439248744266763
14836,14836,SIG,33171,"[-73.9925265122238, 40.6696548698895]","[-73.992527, 40.6696549999998]",0.143375455712933
14837,14837,SIG,30893,"[-73.992024546928, 40.6702574160639]","[-73.992026, 40.6702559999998]",0.654710711894484
14838,14838,SIG,33273,"[-73.9915225605721, 40.6708612468404]","[-73.991521, 40.6708599999998]",0.627502294647471
14839,14839,SIG,30892,"[-73.9910230378814, 40.6714584666945]","[-73.991024, 40.6714589999998]",0.3301253717127
14840,14840,SIG,30889,"[-73.9933790618837, 40.6726041537478]","[-73.993378, 40.6726029999998]",0.513278315783551
14846,14846,SIG,33426,"[-73.9905172718265, 40.6720660847737]","[-73.990519, 40.6720649999998]",0.621296269468501
14853,14853,SIG,33809,"[-73.9918716261066, 40.6769463578682]","[-73.99187, 40.6769449999998]",0.669461857428608
14874,14874,SIG,30870,"[-73.9917279704733, 40.680790076408]","[-73.991729, 40.6807909999998]",0.441322159295
14877,14877,SIG,30853,"[-73.993051933136, 40.6829091907174]","[-73.993052, 40.6829099999998]",0.295427648091075
14880,14880,SIG,30839,"[-73.9917617768819, 40.6848131530279]","[-73.991761, 40.6848119999998]",0.472115536315002
14884,14884,SIG,30755,"[-73.9932683004831, 40.6878244514456]","[-73.993268, 40.6878259999998]",0.570304734333347
14886,14886,SIG,30883,"[-73.9913324973799, 40.6854484069207]","[-73.991332, 40.6854489999998]",0.256354024717903
14887,14887,SIG,34887,"[-73.9915087698128, 40.6879584035045]","[-73.991496, 40.6879609999998]",3.66562979687838
14888,14888,SIG,34380,"[-73.9909031507187, 40.6860824254537]","[-73.990903, 40.6860829999998]",0.213456647904457
14889,14889,SIG,30844,"[-73.9904673943485, 40.6867277522551]","[-73.990466, 40.6867279999998]",0.397097270711013
14890,14890,SIG,31128,"[-73.9900521644127, 40.6611386470004]","[-73.990052, 40.6611379999998]",0.240093426903513
14891,14891,SIG,33840,"[-73.9894700004665, 40.6616990405097]","[-73.989472, 40.6616979999999]",0.67190430185162
14895,14895,SIG,30959,"[-73.9883172902026, 40.6627862476197]","[-73.988332, 40.6628039999998]",7.6475978391961
14901,14901,SIG,31130,"[-73.9866817072332, 40.6609298636232]","[-73.986682, 40.6609289999998]",0.324957520931541
14903,14903,SIG,31005,"[-73.9898147201831, 40.6649633442716]","[-73.989814, 40.6649639999998]",0.311436259478637
14904,14904,SIG,31004,"[-73.9893127301452, 40.6655663373079]","[-73.989312, 40.6655649999999]",0.527648425847293
14905,14905,SIG,31003,"[-73.9888092409025, 40.6661695179746]","[-73.988808, 40.6661689999999]",0.392584642399743
14906,14906,SIG,33373,"[-73.9874531618303, 40.6638232278872]","[-73.987453, 40.6638219999998]",0.449601194741963
14907,14907,SIG,31009,"[-73.9869510173095, 40.664425212911]","[-73.986952, 40.6644259999998]",0.395671306832403
14908,14908,SIG,31002,"[-73.9883066063547, 40.6667699409042]","[-73.988306, 40.6667699999998]",0.169586584896195
14909,14909,SIG,31001,"[-73.9878039148627, 40.6673735854363]","[-73.987805, 40.6673739999998]",0.336800137756833
14910,14910,SIG,31000,"[-73.9873008598218, 40.667975417653]","[-73.987301, 40.6679749999998]",0.157053375361772
14911,14911,SIG,30999,"[-73.9867997717073, 40.6685783554878]","[-73.986799, 40.6685789999998]",0.317754729930275
14912,14912,SIG,30991,"[-73.9897220340297, 40.6691478074018]","[-73.989723, 40.6691469999998]",0.397916010676594
14913,14913,SIG,30990,"[-73.9892168534721, 40.6697534739697]","[-73.989222, 40.6697479999998]",2.45267108062779
14914,14914,SIG,30989,"[-73.9887132252693, 40.6703569069516]","[-73.988724, 40.6703409999999]",6.52073490124905
14915,14915,SIG,30988,"[-73.9882121070238, 40.6709608134155]","[-73.988219, 40.6709529999998]",3.42923119661421
14916,14916,SIG,30987,"[-73.9877157595807, 40.6715553816217]","[-73.987714, 40.6715569999998]",0.765441572569875
14917,14917,SIG,33326,"[-73.990013839096, 40.6726688208972]","[-73.990014, 40.6726689999998]",0.079057157441285
14918,14918,SIG,30891,"[-73.9895110360621, 40.6732708245147]","[-73.989509, 40.6732699999998]",0.639704204843995
14921,14921,SIG,30986,"[-73.9872110039114, 40.6721606160144]","[-73.98721, 40.6721609999999]",0.311645860839135
14928,14928,SIG,30890,"[-73.9880039917807, 40.6750770823175]","[-73.988002, 40.6750759999998]",0.678772333990085
14930,14930,SIG,34838,"[-73.9869985988847, 40.6762854459288]","[-73.987005, 40.6762749999999]",4.19955693586479
14934,14934,SIG,30849,"[-73.9895588383701, 40.6799456769008]","[-73.989559, 40.6799449999998]",0.250656107765706
14946,14946,SIG,30875,"[-73.9873928834282, 40.6791037942185]","[-73.987392, 40.6791019999998]",0.698102163730052
14967,14967,SIG,30838,"[-73.9895566253692, 40.6839556668563]","[-73.989558, 40.6839549999998]",0.45208311386609
14969,14969,SIG,33804,"[-73.9887115604734, 40.6852246181217]","[-73.988711, 40.6852229999998]",0.609677589235474
14970,14970,SIG,30837,"[-73.987429574036, 40.6831267192961]","[-73.987431, 40.6831259999998]",0.474436548967015
14972,14972,SIG,34408,"[-73.9865630338592, 40.6843887555325]","[-73.986555, 40.6843889999998]",2.22993619976795
14973,14973,SIG,30855,"[-73.9900350022613, 40.6873651261126]","[-73.990034, 40.6873639999999]",0.495568551898586
14974,14974,SIG,34140,"[-73.9896124225007, 40.6879918371028]","[-73.989612, 40.6879929999998]",0.439581458533715
14975,14975,SIG,30842,"[-73.9882889669591, 40.6858686953256]","[-73.988289, 40.6858679999998]",0.253493087611533
14976,14976,SIG,30897,"[-73.987858866903, 40.6865034408144]","[-73.98786, 40.6865019999998]",0.611804797830867
14977,14977,SIG,34314,"[-73.9874292435954, 40.6871386529656]","[-73.98743, 40.6871389999998]",0.244932847260751
14978,14978,SIG,30833,"[-73.9870000144681, 40.6877731160819]","[-73.987001, 40.6877729999998]",0.276571898440267
14979,14979,SIG,30960,"[-73.9861227816605, 40.6614689546915]","[-73.986123, 40.6614699999999]",0.385622735159122
14982,14982,SIG,31016,"[-73.9850943572001, 40.6626811820393]","[-73.985096, 40.6626799999998]",0.627046720772512
14983,14983,SIG,31015,"[-73.9845915730947, 40.6632837411979]","[-73.984591, 40.6632839999998]",0.184851319204722
14984,14984,SIG,34885,"[-73.9832371203623, 40.6609362211322]","[-73.983237, 40.6609409999998]",1.7413954847575
14985,14985,SIG,33352,"[-73.9864492892022, 40.6650284636768]","[-73.98645, 40.6650269999999]",0.568551121891767
14986,14986,SIG,33285,"[-73.9859477296325, 40.6656306604307]","[-73.985949, 40.6656309999998]",0.373513472953914
14987,14987,SIG,33574,"[-73.9840888036558, 40.6638858847828]","[-73.98409, 40.6638849999998]",0.462676963511164
14988,14988,SIG,31014,"[-73.9835856700783, 40.6644891859416]","[-73.983585, 40.6644889999998]",0.197857536126214
14989,14989,SIG,31028,"[-73.983084644436, 40.6650917485464]","[-73.98308, 40.6650899999999]",1.4373676620573
14990,14990,SIG,31008,"[-73.9854451795734, 40.6662322145641]","[-73.985445, 40.6662319999998]",0.0926963557353429
14991,14991,SIG,33480,"[-73.9849423247804, 40.6668338204515]","[-73.984943, 40.6668329999998]",0.352757251581971
14992,14992,SIG,33484,"[-73.9844373319224, 40.6674364684084]","[-73.984439, 40.6674369999998]",0.501646112307864
14993,14993,SIG,31007,"[-73.9839430230915, 40.6680308128443]","[-73.983945, 40.6680299999999]",0.623270872827972
14994,14994,SIG,33121,"[-73.983434509334, 40.6686420458424]","[-73.983436, 40.6686419999998]",0.41386465499697
14995,14995,SIG,30998,"[-73.9863042916219, 40.6691726657278]","[-73.986305, 40.6691719999998]",0.312159823808465
14996,14996,SIG,33583,"[-73.985795388997, 40.6697824510961]","[-73.985797, 40.6697839999998]",0.719838416138674
14997,14997,SIG,30997,"[-73.9852942134199, 40.670385202133]","[-73.985296, 40.6703849999998]",0.501045961154864
14998,14998,SIG,30996,"[-73.9847898706865, 40.6709891932369]","[-73.984791, 40.6709889999998]",0.321086504170069
14999,14999,SIG,33281,"[-73.9842886180184, 40.6715910924137]","[-73.98429, 40.6715919999998]",0.506261570268276
15000,15000,SIG,33527,"[-73.9829321737563, 40.6692449576039]","[-73.982931, 40.6692449999998]",0.325976402635667
15002,15002,SIG,30980,"[-73.9856994863088, 40.6739760286314]","[-73.985706, 40.6739669999998]",3.75295866896225
15004,15004,SIG,33685,"[-73.9837862326389, 40.6721933061862]","[-73.983785, 40.6721929999998]",0.359666319806823
15005,15005,SIG,30981,"[-73.9832819812046, 40.6727958758566]","[-73.983284, 40.6727969999998]",0.693786108624767
15007,15007,SIG,30852,"[-73.9863092681711, 40.677078404219]","[-73.986307, 40.6770819999998]",1.4532837892209
15010,15010,SIG,30978,"[-73.9852025598836, 40.6745738095565]","[-73.985208, 40.6745679999998]",2.59943652287164
15011,15011,SIG,30975,"[-73.9846987292202, 40.6751756297866]","[-73.984704, 40.6751719999998]",1.97138725928957
15013,15013,SIG,30947,"[-73.9842029457235, 40.6757711993004]","[-73.984199, 40.6757749999998]",1.76501305627345
15014,15014,SIG,30917,"[-73.9839004869601, 40.6761486531625]","[-73.983899, 40.6761489999999]",0.431375777588882
15015,15015,SIG,30954,"[-73.9834736142699, 40.6767791600514]","[-73.983474, 40.6767799999998]",0.324182132655394
15016,15016,SIG,30878,"[-73.9858601634432, 40.6777088812208]","[-73.98586, 40.6777079999998]",0.324239093822181
15017,15017,SIG,30887,"[-73.9854292057254, 40.6783438252738]","[-73.985427, 40.6783449999998]",0.746643548400405
15018,15018,SIG,33400,"[-73.9849987723384, 40.6789776240796]","[-73.984998, 40.6789789999998]",0.545142286646359
15019,15019,SIG,33336,"[-73.98456912307, 40.6796123398572]","[-73.984569, 40.6796129999998]",0.242919336726739
15020,15020,SIG,30969,"[-73.9830481181602, 40.6774066857096]","[-73.983041, 40.6774169999998]",4.24490861639663
15024,15024,SIG,33709,"[-73.9841387799611, 40.6802453699249]","[-73.98414, 40.6802469999998]",0.683525891122269
15025,15025,SIG,30851,"[-73.9837113972582, 40.6808802267982]","[-73.983711, 40.6808809999998]",0.302481644712449
15026,15026,SIG,30840,"[-73.9832643445956, 40.681519176516]","[-73.983274, 40.6815229999998]",3.0186341109142
15027,15027,SIG,30896,"[-73.9828543601797, 40.6821489627442]","[-73.982856, 40.6821489999998]",0.455014967163274
15028,15028,SIG,30841,"[-73.9861191217074, 40.6850243305]","[-73.986118, 40.6850259999999]",0.683188563864928
15030,15030,SIG,30876,"[-73.9843741075121, 40.6835424544244]","[-73.984373, 40.6835429999998]",0.36587030887955
15031,15031,SIG,30843,"[-73.9839529271709, 40.6841814290311]","[-73.983951, 40.6841829999998]",0.783114363439141
15032,15032,SIG,30854,"[-73.983521992293, 40.6848162663917]","[-73.983522, 40.6848169999998]",0.267283302100836
15033,15033,SIG,34407,"[-73.9856896922634, 40.6856604548213]","[-73.98571, 40.6856689999998]",6.43533679905702
15034,15034,SIG,33289,"[-73.985259202325, 40.6862941099478]","[-73.98526, 40.6862929999998]",0.460943629110662
15035,15035,SIG,30832,"[-73.984829307181, 40.6869292853614]","[-73.984831, 40.6869299999998]",0.536841740698347
15036,15036,SIG,34493,"[-73.9843992737342, 40.6875643870601]","[-73.984399, 40.6875639999998]",0.16015315199805
15037,15037,SIG,30848,"[-73.9839877757865, 40.6881746445183]","[-73.983987, 40.6881729999998]",0.636604326673144
15038,15038,SIG,30873,"[-73.9830913804292, 40.6854511381578]","[-73.983093, 40.6854509999998]",0.451985418481381
15039,15039,SIG,31021,"[-73.9827325231709, 40.6615394834322]","[-73.982731, 40.6615409999999]",0.695607209801121
15040,15040,SIG,31020,"[-73.9822303425865, 40.6621414921333]","[-73.98223, 40.6621419999998]",0.208014338270718
15041,15041,SIG,33663,"[-73.981727996875, 40.6627433725027]","[-73.981729, 40.6627429999998]",0.309629666314544
15042,15042,SIG,31019,"[-73.9812257492579, 40.6633468625774]","[-73.981224, 40.6633469999999]",0.487878114004887
15043,15043,SIG,34714,"[-73.9801716106124, 40.6611546580899]","[-73.980251, 40.6611769999999]",23.481903124017
15044,18595,SIG,33937,"[-73.9795787006936, 40.6608532415816]","[-73.979625, 40.6607979999999]",23.876007914803
15046,15046,SIG,31699,"[-73.9793505990666, 40.6615948210964]","[-73.979351, 40.6615949999998]",0.128924931491509
15047,15047,SIG,34111,"[-73.9825812566688, 40.6656930919731]","[-73.982583, 40.6656939999998]",0.585961077564928
15048,15048,SIG,33740,"[-73.9807235280352, 40.6639503333125]","[-73.980723, 40.6639499999998]",0.190280750230796
15049,15049,SIG,33965,"[-73.9802217122801, 40.6645516127292]","[-73.980222, 40.6645509999998]",0.237076278184817
15050,15050,SIG,34344,"[-73.9797204309066, 40.6651547540781]","[-73.979721, 40.6651549999998]",0.181532210463371
15051,15051,SIG,33711,"[-73.9820777057536, 40.6662956659364]","[-73.982078, 40.6662949999998]",0.255983785996911
15052,15052,SIG,31013,"[-73.9815818000907, 40.6668883251007]","[-73.98158, 40.6668869999998]",0.694584355446054
15053,15053,SIG,31024,"[-73.9810703053796, 40.6674981352472]","[-73.981082, 40.6674919999998]",3.93975086345128
15054,15054,SIG,31012,"[-73.9805690799065, 40.6681032972509]","[-73.980571, 40.6681029999998]",0.543557486692342
15055,15055,SIG,31010,"[-73.9800685203568, 40.6687054404171]","[-73.980069, 40.6687039999998]",0.541390451347734
15056,15056,SIG,31006,"[-73.9824284218974, 40.6698471383968]","[-73.98243, 40.6698459999998]",0.603046621298931
15057,15057,SIG,33534,"[-73.981926897597, 40.670448641005]","[-73.981925, 40.6704469999998]",0.796580073423312
15058,15058,SIG,33803,"[-73.981424947533, 40.6710516001512]","[-73.981424, 40.6710509999998]",0.341902362358247
15059,15059,SIG,30982,"[-73.9809231787948, 40.6716546111263]","[-73.980923, 40.6716549999998]",0.150108196638919
15060,15060,SIG,33902,"[-73.9795633258681, 40.6693129746284]","[-73.979564, 40.6693129999998]",0.187238206998972
15061,15061,SIG,34042,"[-73.9827810913998, 40.6733987598586]","[-73.982782, 40.6733979999998]",0.374382845541931
15062,15062,SIG,31030,"[-73.9822768693935, 40.6740001471699]","[-73.982278, 40.6739989999998]",0.522528134032821
15063,15063,SIG,33833,"[-73.9804184693769, 40.672256366754]","[-73.980418, 40.6722559999998]",0.186566223943426
15064,15064,SIG,33118,"[-73.9799168602918, 40.6728580234113]","[-73.97992, 40.6728599999998]",1.13009380703443
15065,15065,SIG,33265,"[-73.9794151342601, 40.6734605414127]","[-73.979415, 40.6734609999999]",0.171176878101282
15066,15066,SIG,30948,"[-73.9817748274984, 40.6746018819745]","[-73.981776, 40.6746029999998]",0.521243795269099
15067,15067,SIG,30918,"[-73.9813261454624, 40.6751456849941]","[-73.981326, 40.6751459999998]",0.121651896519995
15068,15068,SIG,33120,"[-73.98088902312, 40.67577836896]","[-73.980889, 40.6757779999999]",0.134575638238039
15069,15069,SIG,30970,"[-73.9804600297372, 40.6764124123762]","[-73.98046, 40.6764119999998]",0.150466771402317
15070,15070,SIG,31029,"[-73.9800316780011, 40.6770489306721]","[-73.980031, 40.6770479999998]",0.387731836901693
15071,15071,SIG,30963,"[-73.9826172536942, 40.6780424288333]","[-73.982612, 40.6780509999998]",3.44599899869703
15072,15072,SIG,30925,"[-73.9821893978836, 40.6786758033089]","[-73.982183, 40.6786849999998]",3.79153985863245
15073,15073,SIG,30930,"[-73.9817533356911, 40.679313220856]","[-73.981753, 40.6793189999998]",2.10756627122723
15074,15074,SIG,33380,"[-73.9795980680306, 40.6776799982801]","[-73.979598, 40.6776799999998]",0.0188802959769478
15076,15076,SIG,30913,"[-73.9813241372773, 40.6799517364439]","[-73.981324, 40.6799529999999]",0.461921798439356
15077,15077,SIG,30907,"[-73.9808893229418, 40.6805933481194]","[-73.980895, 40.6805859999998]",3.10586437309446
15078,15078,SIG,30974,"[-73.9804615538633, 40.6812225466117]","[-73.980462, 40.6812199999998]",0.936019388788669
15079,15079,SIG,30966,"[-73.9800351012905, 40.6818526261988]","[-73.980033, 40.6818539999999]",0.768230902859183
15080,15080,SIG,30910,"[-73.9796159252253, 40.6824935566417]","[-73.979604, 40.6824879999998]",3.87788179068225
15081,15081,SIG,30888,"[-73.9824163822272, 40.68278056583]","[-73.982423, 40.6827829999998]",2.03847475404533
15082,15082,SIG,30845,"[-73.9819924403857, 40.6834181416068]","[-73.981994, 40.6834189999999]",0.533771244798222
15083,15083,SIG,30856,"[-73.9815615152757, 40.6840535489183]","[-73.981561, 40.6840529999998]",0.2458009432448
15084,15084,SIG,30877,"[-73.9811322737077, 40.6846884496552]","[-73.981132, 40.6846869999998]",0.533579039277373
15085,15085,SIG,30836,"[-73.980701426894, 40.6853236276326]","[-73.980703, 40.6853239999998]",0.456894013342844
15086,15086,SIG,30834,"[-73.9826603225429, 40.6860864854688]","[-73.98266, 40.6860869999998]",0.207708171517647
15087,15087,SIG,34748,"[-73.9822316464311, 40.6867204536983]","[-73.982223, 40.6867239999998]",2.72388769057781
15088,15088,SIG,30874,"[-73.9818167755852, 40.6873298024252]","[-73.981816, 40.6873309999998]",0.486450204693961
15089,15089,SIG,30871,"[-73.981400450053, 40.6879444353901]","[-73.981401, 40.6879449999998]",0.256077330660693
15090,15090,SIG,30886,"[-73.9802718023211, 40.6859582548444]","[-73.980273, 40.6859579999998]",0.34489578071394
15091,15091,SIG,33172,"[-73.9798108445125, 40.6866468453916]","[-73.979812, 40.6866469999998]",0.325371569836625
15092,80849,SIG,30860,"[-73.9798405583023, 40.6873443316638]","[-73.97984, 40.6873439999998]",0.196405749752888
15093,15093,SIG,30859,"[-73.9793629763948, 40.6866820003391]","[-73.979364, 40.6866819999998]",0.283882815384427
15127,15127,SIG,10141,"[-74.0125506342659, 40.7015056959979]","[-74.012544, 40.7014809999998]",9.18360524119388
15132,15132,SIG,10130,"[-74.0138344106627, 40.7024057004801]","[-74.013756, 40.7023979999998]",21.9212583384014
15133,15133,SIG,10144,"[-74.0144298318775, 40.7031506468488]","[-74.01443, 40.7031519999998]",0.495192307457754
15134,15134,SIG,10143,"[-74.0143917680785, 40.7035987822402]","[-74.014391, 40.7035989999998]",0.227259854899439
15138,15138,SIG,12933,"[-74.0131876430289, 40.7040427166305]","[-74.013211, 40.7040179999998]",11.0918610619306
15140,15140,SIG,10145,"[-74.0128267107904, 40.7024086258838]","[-74.012825, 40.7024079999998]",0.526314482801481
15144,15144,SIG,10159,"[-74.0115056716634, 40.7029588431153]","[-74.011505, 40.7029599999998]",0.460796940651787
15145,15146,SIG,12704,"[-74.0115938265278, 40.7035786834707]","[-74.011595, 40.7035779999998]",0.409715835651945
15161,15161,SIG,10086,"[-74.0143364964741, 40.7062372085483]","[-74.014326, 40.7062339999998]",3.1361998142068
15170,15170,SIG,13014,"[-74.0133261078079, 40.7050307878594]","[-74.013321, 40.7050389999998]",3.31017119554906
15171,15171,SIG,10026,"[-74.0132539629306, 40.7058705140857]","[-74.013255, 40.7058689999998]",0.622067635272225
15175,15175,SIG,10021,"[-74.012507739623, 40.706767065614]","[-74.012508, 40.7067669999998]",0.0760452863216493
15184,15184,SIG,10088,"[-74.0135919682653, 40.7079673421332]","[-74.013591, 40.7079659999998]",0.557822640171413
15187,15187,SIG,10149,"[-74.0129613444158, 40.7077703208956]","[-74.012963, 40.7077719999998]",0.764803551058194
15188,15188,SIG,10080,"[-74.0130818765524, 40.7091469806673]","[-74.013082, 40.7091469999998]",0.0349422138095125
15190,15190,SIG,10082,"[-74.0128389674377, 40.7097099804494]","[-74.012837, 40.7097089999998]",0.652009504574353
15191,15191,SIG,10085,"[-74.0126664701109, 40.7101489211765]","[-74.012657, 40.7101129999998]",13.3479276706107
